gender,weight_class,red_fid,r_fighter,blue_fid,b_fighter,rounds,Referee,bout_month,bout_day,bout_year,city,country,is_title_bout,winner,win_by,last_round
M,185.0,1889,Jason MacDonald,3013,Rory Singer,3.0,Herb Dean,6.0,16.0,2007.0,Belfast,United Kingdom,0.0,red,KO/TKO,2
M,185.0,1005,Rich Franklin,2368,Yushin Okami,3.0,John McCarthy,6.0,16.0,2007.0,Belfast,United Kingdom,0.0,red,Decision - Unanimous,3
M,155.0,3249,Gleison Tibau,641,Jeff Cox,3.0,John McCarthy,6.0,12.0,2007.0,Hollywood,USA,0.0,red,Submission,1
M,185.0,2034,Drew McFedries,2605,Jordan Radev,3.0,Jorge Alonso,6.0,12.0,2007.0,Hollywood,USA,0.0,red,KO/TKO,1
M,170.0,981,Jon Fitch,484,Roan Carneiro,3.0,Troy Waugh,6.0,12.0,2007.0,Hollywood,USA,0.0,red,Submission,2
M,170.0,2025,Tamdan McCrory,3094,Pete Spratt,3.0,Jorge Alonso,6.0,12.0,2007.0,Hollywood,USA,0.0,red,Submission,2
M,170.0,1532,Anthony Johnson,2645,Chad Reiner,3.0,Troy Waugh,6.0,12.0,2007.0,Hollywood,USA,0.0,red,KO/TKO,1
M,170.0,2520,Forrest Petz,968,Luigi Fioravanti,3.0,Troy Waugh,6.0,12.0,2007.0,Hollywood,USA,0.0,red,Decision - Unanimous,3
M,155.0,971,Spencer Fisher,3141,Sam Stout,3.0,John McCarthy,6.0,12.0,2007.0,Hollywood,USA,0.0,red,Decision - Unanimous,3
M,155.0,3208,Thiago Tavares,288,Jason Black,3.0,John McCarthy,6.0,12.0,2007.0,Hollywood,USA,0.0,red,Submission,2
M,155.0,2155,Nate Mohr,513,Luke Caudillo,3.0,Jorge Alonso,6.0,12.0,2007.0,Hollywood,USA,0.0,red,Decision - Unanimous,3
M,185.0,1968,Terry Martin,2811,Ivan Salaverry,3.0,Mario Yamasaki,5.0,26.0,2007.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,205.0,1478,Quinton Jackson,1820,Chuck Liddell,5.0,John McCarthy,5.0,26.0,2007.0,Las Vegas,USA,1.0,red,KO/TKO,1
M,155.0,3236,Din Thomas,3119,Jeremy Stephens,3.0,John McCarthy,5.0,26.0,2007.0,Las Vegas,USA,0.0,red,Submission,2
M,205.0,2976,Thiago Silva,1457,James Irvin,3.0,Herb Dean,5.0,26.0,2007.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,205.0,240,Alan Belcher,2816,Sean Salmon,3.0,Steve Mazzagatti,5.0,26.0,2007.0,Las Vegas,USA,0.0,red,Submission,1
M,170.0,2447,Karo Parisyan,406,Joshua Burkman,3.0,Herb Dean,5.0,26.0,2007.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,185.0,3106,Kalib Starnes,1771,Chris Leben,3.0,Mario Yamasaki,5.0,26.0,2007.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,205.0,52,Houston Alexander,1493,Keith Jardine,3.0,Steve Mazzagatti,5.0,26.0,2007.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,205.0,1165,Wilson Gouveia,1959,Carmelo Marrero,3.0,Mario Yamasaki,5.0,26.0,2007.0,Las Vegas,USA,0.0,red,Submission,1
M,205.0,1897,Lyoto Machida,1307,David Heath,3.0,Mario Yamasaki,4.0,21.0,2007.0,Manchester,United Kingdom,0.0,red,Decision - Unanimous,3
M,155.0,911,Terry Etim,1202,Matt Grice,3.0,Steve Mazzagatti,4.0,21.0,2007.0,Manchester,United Kingdom,0.0,red,Submission,1
M,265.0,133,Andrei Arlovski,3457,Fabricio Werdum,3.0,Herb Dean,4.0,21.0,2007.0,Manchester,United Kingdom,0.0,red,Decision - Unanimous,3
M,155.0,153,Junior Assuncao,1774,David Lee,3.0,Herb Dean,4.0,21.0,2007.0,Manchester,United Kingdom,0.0,red,Submission,2
M,205.0,2805,Alessio Sakara,3330,Victor Valimaki,3.0,Mario Yamasaki,4.0,21.0,2007.0,Manchester,United Kingdom,0.0,red,KO/TKO,1
M,265.0,1139,Gabriel Gonzaga,967,Mirko Filipovic,3.0,Herb Dean,4.0,21.0,2007.0,Manchester,United Kingdom,0.0,red,KO/TKO,1
M,265.0,1681,Cheick Kongo,2974,Assuerio Silva,3.0,Mario Yamasaki,4.0,21.0,2007.0,Manchester,United Kingdom,0.0,red,Decision - Majority,3
M,205.0,285,Michael Bisping,3011,Elvis Sinosic,3.0,Steve Mazzagatti,4.0,21.0,2007.0,Manchester,United Kingdom,0.0,red,KO/TKO,2
M,170.0,1829,Jess Liaudin,3017,Dennis Siver,3.0,Steve Mazzagatti,4.0,21.0,2007.0,Manchester,United Kingdom,0.0,red,Submission,1
M,170.0,3209,Paul Taylor,727,Edilberto de Oliveira,3.0,Herb Dean,4.0,21.0,2007.0,Manchester,United Kingdom,0.0,red,KO/TKO,3
M,185.0,1213,Kendall Grove,240,Alan Belcher,3.0,John McCarthy,4.0,7.0,2007.0,Houston,USA,0.0,red,Submission,2
M,155.0,1419,Roger Huerta,1068,Leonard Garcia,3.0,Mario Yamasaki,4.0,7.0,2007.0,Houston,USA,0.0,red,Decision - Unanimous,3
M,185.0,2368,Yushin Okami,3175,Mike Swick,3.0,Mario Yamasaki,4.0,7.0,2007.0,Houston,USA,0.0,red,Decision - Unanimous,3
M,170.0,2938,Matt Serra,3096,Georges St-Pierre,5.0,John McCarthy,4.0,7.0,2007.0,Houston,USA,1.0,red,KO/TKO,1
M,170.0,1689,Josh Koscheck,2828,Diego Sanchez,3.0,John McCarthy,4.0,7.0,2007.0,Houston,USA,0.0,red,Decision - Unanimous,3
M,265.0,1342,Heath Herring,1444,Brad Imes,3.0,Kerry Hatley,4.0,7.0,2007.0,Houston,USA,0.0,red,Decision - Unanimous,3
M,170.0,705,Marcus Davis,3094,Pete Spratt,3.0,Kerry Hatley,4.0,7.0,2007.0,Houston,USA,0.0,red,Submission,2
M,185.0,1789,Thales Leites,2924,Pete Sell,3.0,Mario Yamasaki,4.0,7.0,2007.0,Houston,USA,0.0,red,Decision - Unanimous,3
M,170.0,664,Luke Cummo,1301,Josh Haynes,3.0,Kerry Hatley,4.0,7.0,2007.0,Houston,USA,0.0,red,KO/TKO,2
M,155.0,2479,Kurt Pellegrino,2155,Nate Mohr,3.0,Herb Dean,4.0,5.0,2007.0,Las Vegas,USA,0.0,red,Submission,1
M,170.0,1360,Kuniyoshi Hironaka,2520,Forrest Petz,3.0,John McCarthy,4.0,5.0,2007.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,155.0,3120,Joe Stevenson,1226,Melvin Guillard,3.0,Steve Mazzagatti,4.0,5.0,2007.0,Las Vegas,USA,0.0,red,Submission,1
M,170.0,955,Drew Fickett,2258,Keita Nakamura,3.0,Steve Mazzagatti,4.0,5.0,2007.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,170.0,484,Roan Carneiro,570,Rich Clementi,3.0,Yves Lavigne,4.0,5.0,2007.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,155.0,985,Kenny Florian,2133,Dokonjonosuke Mishima,3.0,John McCarthy,4.0,5.0,2007.0,Las Vegas,USA,0.0,red,Submission,3
M,265.0,2026,Justin McCully,1271,Antoni Hardonk,3.0,Herb Dean,4.0,5.0,2007.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,205.0,1165,Wilson Gouveia,2518,Seth Petruzelli,3.0,Yves Lavigne,4.0,5.0,2007.0,Las Vegas,USA,0.0,red,Submission,2
M,155.0,3208,Thiago Tavares,1687,Naoyuki Kotani,3.0,Herb Dean,4.0,5.0,2007.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,170.0,1418,Matt Hughes,1886,Chris Lytle,3.0,Mark Matheny,3.0,3.0,2007.0,Columbus,USA,0.0,red,Decision - Unanimous,3
M,265.0,651,Randy Couture,3177,Tim Sylvia,5.0,John McCarthy,3.0,3.0,2007.0,Columbus,USA,1.0,red,Decision - Unanimous,5
M,170.0,981,Jon Fitch,968,Luigi Fioravanti,3.0,Mark Matheny,3.0,3.0,2007.0,Columbus,USA,0.0,red,Submission,2
M,185.0,1005,Rich Franklin,1889,Jason MacDonald,3.0,Herb Dean,3.0,3.0,2007.0,Columbus,USA,0.0,red,KO/TKO,2
M,155.0,3249,Gleison Tibau,752,Jason Dent,3.0,Herb Dean,3.0,3.0,2007.0,Columbus,USA,0.0,red,Decision - Unanimous,3
M,205.0,1260,Matt Hamill,1378,Rex Holman,3.0,John McCarthy,3.0,3.0,2007.0,Columbus,USA,0.0,red,KO/TKO,1
M,185.0,1587,Martin Kampmann,2034,Drew McFedries,3.0,Herb Dean,3.0,3.0,2007.0,Columbus,USA,0.0,red,Submission,1
M,205.0,1731,Jason Lambert,3048,Renato Sobral,3.0,John McCarthy,3.0,3.0,2007.0,Columbus,USA,0.0,red,KO/TKO,2
M,155.0,3345,Jamie Varner,1108,Jason Gilliam,3.0,Mark Matheny,3.0,3.0,2007.0,Columbus,USA,0.0,red,Submission,1
M,265.0,967,Mirko Filipovic,2824,Eddie Sanchez,3.0,Steve Mazzagatti,2.0,3.0,2007.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,185.0,1968,Terry Martin,2689,Jorge Rivera,3.0,Herb Dean,2.0,3.0,2007.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,205.0,1478,Quinton Jackson,847,Marvin Eastman,3.0,John McCarthy,2.0,3.0,2007.0,Las Vegas,USA,0.0,red,KO/TKO,2
M,185.0,632,Patrick Cote,3025,Scott Smith,3.0,Yves Lavigne,2.0,3.0,2007.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,205.0,1897,Lyoto Machida,1367,Sam Hoger,3.0,John McCarthy,2.0,3.0,2007.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,185.0,2980,Anderson Silva,1880,Travis Lutter,3.0,Herb Dean,2.0,3.0,2007.0,Las Vegas,USA,0.0,red,Submission,2
M,155.0,855,Frankie Edgar,1199,Tyson Griffin,3.0,Steve Mazzagatti,2.0,3.0,2007.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,155.0,1419,Roger Huerta,1257,John Halverson,3.0,Yves Lavigne,2.0,3.0,2007.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,155.0,1302,Dustin Hazelett,2869,Diego Saraiva,3.0,Yves Lavigne,2.0,3.0,2007.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,205.0,915,Rashad Evans,2816,Sean Salmon,3.0,Troy Waugh,1.0,25.0,2007.0,Hollywood,USA,0.0,red,KO/TKO,2
M,265.0,2348,Jake O'Brien,1342,Heath Herring,3.0,John McCarthy,1.0,25.0,2007.0,Hollywood,USA,0.0,red,Decision - Unanimous,3
M,170.0,570,Rich Clementi,2551,Ross Pointon,3.0,Troy Waugh,1.0,25.0,2007.0,Hollywood,USA,0.0,red,Submission,2
M,155.0,3236,Din Thomas,1225,Clay Guida,3.0,John McCarthy,1.0,25.0,2007.0,Hollywood,USA,0.0,red,Decision - Unanimous,3
M,170.0,406,Joshua Burkman,2645,Chad Reiner,3.0,Troy Waugh,1.0,25.0,2007.0,Hollywood,USA,0.0,red,Decision - Unanimous,3
M,185.0,1326,Ed Herman,2574,Chris Price,3.0,Jorge Alonso,1.0,25.0,2007.0,Hollywood,USA,0.0,red,Submission,1
M,155.0,1002,Hermes Franca,971,Spencer Fisher,3.0,Jorge Alonso,1.0,25.0,2007.0,Hollywood,USA,0.0,red,KO/TKO,2
M,185.0,1957,Nate Marquardt,1841,Dean Lister,3.0,John McCarthy,1.0,25.0,2007.0,Hollywood,USA,0.0,red,Decision - Unanimous,3
M,265.0,1139,Gabriel Gonzaga,1959,Carmelo Marrero,3.0,Herb Dean,12.0,30.0,2006.0,Las Vegas,USA,0.0,red,Submission,1
M,185.0,1889,Jason MacDonald,1771,Chris Leben,3.0,Steve Mazzagatti,12.0,30.0,2006.0,Las Vegas,USA,0.0,red,Submission,2
M,205.0,285,Michael Bisping,2890,Eric Schafer,3.0,Mario Yamasaki,12.0,30.0,2006.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,205.0,1493,Keith Jardine,1205,Forrest Griffin,3.0,John McCarthy,12.0,30.0,2006.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,205.0,1820,Chuck Liddell,2394,Tito Ortiz,5.0,Mario Yamasaki,12.0,30.0,2006.0,Las Vegas,USA,1.0,red,KO/TKO,3
M,185.0,2368,Yushin Okami,3013,Rory Singer,3.0,Steve Mazzagatti,12.0,30.0,2006.0,Las Vegas,USA,0.0,red,KO/TKO,3
M,265.0,133,Andrei Arlovski,656,Marcio Cruz,3.0,Herb Dean,12.0,30.0,2006.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,170.0,83,Thiago Alves,753,Tony DeSouza,3.0,John McCarthy,12.0,30.0,2006.0,Las Vegas,USA,0.0,red,KO/TKO,2
M,265.0,3453,Christian Wellisch,2506,Anthony Perosh,3.0,Herb Dean,12.0,30.0,2006.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,205.0,1307,David Heath,3330,Victor Valimaki,3.0,Herb Dean,12.0,13.0,2006.0,San Diego,USA,0.0,red,Decision - Split,3
M,170.0,1689,Josh Koscheck,1563,Jeff Joslin,3.0,Herb Dean,12.0,13.0,2006.0,San Diego,USA,0.0,red,Decision - Unanimous,3
M,170.0,968,Luigi Fioravanti,2087,Dave Menne,3.0,John McCarthy,12.0,13.0,2006.0,San Diego,USA,0.0,red,KO/TKO,1
M,185.0,240,Alan Belcher,2851,Jorge Santiago,3.0,Steve Mazzagatti,12.0,13.0,2006.0,San Diego,USA,0.0,red,KO/TKO,3
M,170.0,2828,Diego Sanchez,2678,Joe Riggs,3.0,John McCarthy,12.0,13.0,2006.0,San Diego,USA,0.0,red,KO/TKO,1
M,170.0,705,Marcus Davis,493,Shonie Carter,3.0,John McCarthy,12.0,13.0,2006.0,San Diego,USA,0.0,red,Decision - Unanimous,3
M,170.0,2447,Karo Parisyan,955,Drew Fickett,3.0,Steve Mazzagatti,12.0,13.0,2006.0,San Diego,USA,0.0,red,Decision - Unanimous,3
M,170.0,1749,Brock Larson,2258,Keita Nakamura,3.0,Herb Dean,12.0,13.0,2006.0,San Diego,USA,0.0,red,Decision - Unanimous,3
M,185.0,563,Logan Clark,430,Steve Byrnes,3.0,Steve Mazzagatti,12.0,13.0,2006.0,San Diego,USA,0.0,red,Decision - Unanimous,3
M,155.0,3120,Joe Stevenson,2133,Dokonjonosuke Mishima,3.0,Mario Yamasaki,11.0,18.0,2006.0,Sacramento,USA,0.0,red,Submission,1
M,205.0,1457,James Irvin,2612,Hector Ramirez,3.0,Mario Yamasaki,11.0,18.0,2006.0,Sacramento,USA,0.0,red,KO/TKO,2
M,265.0,3363,Brandon Vera,2128,Frank Mir,3.0,Steve Mazzagatti,11.0,18.0,2006.0,Sacramento,USA,0.0,red,KO/TKO,1
M,170.0,3096,Georges St-Pierre,1418,Matt Hughes,5.0,John McCarthy,11.0,18.0,2006.0,Sacramento,USA,1.0,red,KO/TKO,2
M,205.0,2034,Drew McFedries,2805,Alessio Sakara,3.0,Mario Yamasaki,11.0,18.0,2006.0,Sacramento,USA,0.0,red,KO/TKO,1
M,265.0,1271,Antoni Hardonk,2481,Sherman Pendergarst,3.0,John McCarthy,11.0,18.0,2006.0,Sacramento,USA,0.0,red,KO/TKO,1
M,265.0,3177,Tim Sylvia,2162,Jeff Monson,5.0,John McCarthy,11.0,18.0,2006.0,Sacramento,USA,1.0,red,Decision - Unanimous,5
M,170.0,768,Nick Diaz,3249,Gleison Tibau,3.0,Steve Mazzagatti,11.0,18.0,2006.0,Sacramento,USA,0.0,red,KO/TKO,2
M,265.0,2348,Jake O'Brien,2963,Josh Shockman,3.0,Steve Mazzagatti,11.0,18.0,2006.0,Sacramento,USA,0.0,red,Decision - Unanimous,3
M,185.0,1587,Martin Kampmann,1789,Thales Leites,3.0,Yves Lavigne,11.0,11.0,2006.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,170.0,3094,Pete Spratt,1476,Jeremy Jackson,3.0,Herb Dean,11.0,11.0,2006.0,Las Vegas,USA,0.0,red,Submission,2
M,185.0,3025,Scott Smith,2924,Pete Sell,3.0,John McCarthy,11.0,11.0,2006.0,Las Vegas,USA,0.0,red,KO/TKO,2
M,185.0,2689,Jorge Rivera,761,Edwin DeWees,3.0,Yves Lavigne,11.0,11.0,2006.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,185.0,2022,Charles McCarthy,2628,Gideon Ray,3.0,Steve Mazzagatti,11.0,11.0,2006.0,Las Vegas,USA,0.0,red,Submission,1
M,155.0,3236,Din Thomas,570,Rich Clementi,3.0,Steve Mazzagatti,11.0,11.0,2006.0,Las Vegas,USA,0.0,red,Submission,2
M,185.0,2980,Anderson Silva,1005,Rich Franklin,5.0,John McCarthy,10.0,14.0,2006.0,Las Vegas,USA,1.0,red,KO/TKO,1
M,155.0,1225,Clay Guida,1485,Justin James,3.0,Steve Mazzagatti,10.0,14.0,2006.0,Las Vegas,USA,0.0,red,Submission,2
M,155.0,971,Spencer Fisher,1754,Dan Lauzon,3.0,Mario Yamasaki,10.0,14.0,2006.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,265.0,1959,Carmelo Marrero,1681,Cheick Kongo,3.0,Yves Lavigne,10.0,14.0,2006.0,Las Vegas,USA,0.0,red,Decision - Split,3
M,185.0,2368,Yushin Okami,3106,Kalib Starnes,3.0,Yves Lavigne,10.0,14.0,2006.0,Las Vegas,USA,0.0,red,KO/TKO,3
M,155.0,2479,Kurt Pellegrino,153,Junior Assuncao,3.0,John McCarthy,10.0,14.0,2006.0,Las Vegas,USA,0.0,red,Submission,1
M,170.0,981,Jon Fitch,1360,Kuniyoshi Hironaka,3.0,Mario Yamasaki,10.0,14.0,2006.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,155.0,2951,Sean Sherk,985,Kenny Florian,5.0,Steve Mazzagatti,10.0,14.0,2006.0,Las Vegas,USA,1.0,red,Decision - Unanimous,5
M,205.0,1260,Matt Hamill,2518,Seth Petruzelli,3.0,John McCarthy,10.0,10.0,2006.0,Hollywood,USA,0.0,red,Decision - Unanimous,3
M,205.0,2394,Tito Ortiz,2946,Ken Shamrock,3.0,John McCarthy,10.0,10.0,2006.0,Hollywood,USA,0.0,red,KO/TKO,1
M,170.0,753,Tony DeSouza,1302,Dustin Hazelett,3.0,Marco Lopez,10.0,10.0,2006.0,Hollywood,USA,0.0,red,Submission,1
M,170.0,83,Thiago Alves,53,John Alessio,3.0,Troy Waugh,10.0,10.0,2006.0,Hollywood,USA,0.0,red,Decision - Unanimous,3
M,185.0,1957,Nate Marquardt,3411,Crafton Wallace,3.0,Troy Waugh,10.0,10.0,2006.0,Hollywood,USA,0.0,red,Submission,2
M,185.0,1213,Kendall Grove,2574,Chris Price,3.0,Troy Waugh,10.0,10.0,2006.0,Hollywood,USA,0.0,red,KO/TKO,1
M,185.0,3013,Rory Singer,1301,Josh Haynes,3.0,John McCarthy,10.0,10.0,2006.0,Hollywood,USA,0.0,red,Decision - Unanimous,3
M,185.0,1889,Jason MacDonald,1326,Ed Herman,3.0,Jorge Alonso,10.0,10.0,2006.0,Hollywood,USA,0.0,red,Submission,1
M,170.0,705,Marcus Davis,2520,Forrest Petz,3.0,Jorge Alonso,10.0,10.0,2006.0,Hollywood,USA,0.0,red,Submission,1
M,155.0,1752,Joe Lauzon,2589,Jens Pulver,3.0,Herb Dean,9.0,23.0,2006.0,Anaheim,USA,0.0,red,KO/TKO,1
M,155.0,1231,Jorge Gurgel,3,Danny Abbadi,3.0,Herb Dean,9.0,23.0,2006.0,Anaheim,USA,0.0,red,Decision - Split,3
M,265.0,2824,Eddie Sanchez,2296,Mario Neto,3.0,John McCarthy,9.0,23.0,2006.0,Anaheim,USA,0.0,red,KO/TKO,2
M,155.0,1226,Melvin Guillard,2783,Gabe Ruediger,3.0,Herb Dean,9.0,23.0,2006.0,Anaheim,USA,0.0,red,KO/TKO,2
M,170.0,1418,Matt Hughes,2484,BJ Penn,5.0,John McCarthy,9.0,23.0,2006.0,Anaheim,USA,1.0,red,KO/TKO,3
M,205.0,915,Rashad Evans,1731,Jason Lambert,3.0,John McCarthy,9.0,23.0,2006.0,Anaheim,USA,0.0,red,KO/TKO,2
M,185.0,3175,Mike Swick,1847,David Loiseau,3.0,Steve Mazzagatti,9.0,23.0,2006.0,Anaheim,USA,0.0,red,Decision - Unanimous,3
M,155.0,1199,Tyson Griffin,1774,David Lee,3.0,Steve Mazzagatti,9.0,23.0,2006.0,Anaheim,USA,0.0,red,Submission,1
M,155.0,1419,Roger Huerta,752,Jason Dent,3.0,Steve Mazzagatti,9.0,23.0,2006.0,Anaheim,USA,0.0,red,Decision - Unanimous,3
M,205.0,1307,David Heath,3417,Cory Walmsley,3.0,Mario Yamasaki,8.0,26.0,2006.0,Las Vegas,USA,0.0,red,Submission,1
M,205.0,1165,Wilson Gouveia,594,Wes Combs,3.0,Steve Mazzagatti,8.0,26.0,2006.0,Las Vegas,USA,0.0,red,Submission,1
M,205.0,1820,Chuck Liddell,3048,Renato Sobral,5.0,John McCarthy,8.0,26.0,2006.0,Las Vegas,USA,1.0,red,KO/TKO,1
M,170.0,768,Nick Diaz,2289,Josh Neer,3.0,Herb Dean,8.0,26.0,2006.0,Las Vegas,USA,0.0,red,Submission,3
M,265.0,1681,Cheick Kongo,3453,Christian Wellisch,3.0,Mario Yamasaki,8.0,26.0,2006.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,155.0,1002,Hermes Franca,3345,Jamie Varner,3.0,John McCarthy,8.0,26.0,2006.0,Las Vegas,USA,0.0,red,Submission,3
M,205.0,2890,Eric Schafer,1890,Rob MacDonald,3.0,Herb Dean,8.0,26.0,2006.0,Las Vegas,USA,0.0,red,Submission,1
M,205.0,1205,Forrest Griffin,317,Stephan Bonnar,3.0,Steve Mazzagatti,8.0,26.0,2006.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,185.0,2368,Yushin Okami,240,Alan Belcher,3.0,Herb Dean,8.0,26.0,2006.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,185.0,1587,Martin Kampmann,3411,Crafton Wallace,3.0,Herb Dean,8.0,17.0,2006.0,Las Vegas,USA,0.0,red,Submission,1
M,185.0,1771,Chris Leben,2851,Jorge Santiago,3.0,Herb Dean,8.0,17.0,2006.0,Las Vegas,USA,0.0,red,KO/TKO,2
M,170.0,2520,Forrest Petz,2197,Sammy Morgan,3.0,Herb Dean,8.0,17.0,2006.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,170.0,2678,Joe Riggs,3397,Jason Von Flue,3.0,Steve Mazzagatti,8.0,17.0,2006.0,Las Vegas,USA,0.0,red,Submission,1
M,170.0,2828,Diego Sanchez,2447,Karo Parisyan,3.0,John McCarthy,8.0,17.0,2006.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,170.0,1689,Josh Koscheck,1162,Jonathan Goulet,3.0,John McCarthy,8.0,17.0,2006.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,265.0,2348,Jake O'Brien,2098,Kristof Midoux,3.0,John McCarthy,8.0,17.0,2006.0,Las Vegas,USA,0.0,red,KO/TKO,2
M,185.0,1841,Dean Lister,2873,Yuki Sasaki,3.0,Steve Mazzagatti,8.0,17.0,2006.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,170.0,3265,Anthony Torres,1304,Pat Healy,3.0,Steve Mazzagatti,8.0,17.0,2006.0,Las Vegas,USA,0.0,red,Submission,1
M,205.0,2394,Tito Ortiz,2946,Ken Shamrock,3.0,Herb Dean,7.0,8.0,2006.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,265.0,3177,Tim Sylvia,133,Andrei Arlovski,5.0,John McCarthy,7.0,8.0,2006.0,Las Vegas,USA,1.0,red,Decision - Unanimous,5
M,265.0,2162,Jeff Monson,2506,Anthony Perosh,3.0,Herb Dean,7.0,8.0,2006.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,265.0,1681,Cheick Kongo,45,Gilbert Aldana,3.0,Yves Lavigne,7.0,8.0,2006.0,Las Vegas,USA,0.0,red,TKO - Doctor's Stoppage,1
M,265.0,2128,Frank Mir,551,Dan Christison,3.0,Yves Lavigne,7.0,8.0,2006.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,155.0,3120,Joe Stevenson,863,Yves Edwards,3.0,John McCarthy,7.0,8.0,2006.0,Las Vegas,USA,0.0,red,TKO - Doctor's Stoppage,2
M,170.0,406,Joshua Burkman,2289,Josh Neer,3.0,Steve Mazzagatti,7.0,8.0,2006.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,170.0,955,Drew Fickett,2479,Kurt Pellegrino,3.0,Steve Mazzagatti,7.0,8.0,2006.0,Las Vegas,USA,0.0,red,Submission,3
M,170.0,1162,Jonathan Goulet,664,Luke Cummo,3.0,Herb Dean,6.0,28.0,2006.0,Las Vegas,USA,0.0,red,Decision - Majority,3
M,205.0,915,Rashad Evans,317,Stephan Bonnar,3.0,Mario Yamasaki,6.0,28.0,2006.0,Las Vegas,USA,0.0,red,Decision - Majority,3
M,205.0,1890,Rob MacDonald,2766,Kristian Rothaermel,3.0,Steve Mazzagatti,6.0,28.0,2006.0,Las Vegas,USA,0.0,red,Submission,1
M,155.0,1386,Mark Hominick,1231,Jorge Gurgel,3.0,Steve Mazzagatti,6.0,28.0,2006.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,185.0,2980,Anderson Silva,1771,Chris Leben,3.0,John McCarthy,6.0,28.0,2006.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,170.0,981,Jon Fitch,83,Thiago Alves,3.0,Mario Yamasaki,6.0,28.0,2006.0,Las Vegas,USA,0.0,red,KO/TKO,2
M,205.0,1731,Jason Lambert,1357,Branden Lee Hinkle,3.0,Herb Dean,6.0,28.0,2006.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,170.0,1689,Josh Koscheck,2087,Dave Menne,3.0,John McCarthy,6.0,28.0,2006.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,185.0,2851,Jorge Santiago,1806,Justin Levens,3.0,Mario Yamasaki,6.0,28.0,2006.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,185.0,3013,Rory Singer,2551,Ross Pointon,3.0,Yves Lavigne,6.0,24.0,2006.0,Las Vegas,USA,0.0,red,Submission,1
M,185.0,3106,Kalib Starnes,3,Danny Abbadi,3.0,Mario Yamasaki,6.0,24.0,2006.0,Las Vegas,USA,0.0,red,Submission,1
M,185.0,968,Luigi Fioravanti,1443,Solomon Hutcherson,3.0,Steve Mazzagatti,6.0,24.0,2006.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,205.0,1260,Matt Hamill,990,Jesse Forbes,3.0,Yves Lavigne,6.0,24.0,2006.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,155.0,985,Kenny Florian,3141,Sam Stout,3.0,John McCarthy,6.0,24.0,2006.0,Las Vegas,USA,0.0,red,Submission,1
M,205.0,1493,Keith Jardine,1165,Wilson Gouveia,3.0,Mario Yamasaki,6.0,24.0,2006.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,205.0,2306,Mike Nickels,594,Wes Combs,3.0,Mario Yamasaki,6.0,24.0,2006.0,Las Vegas,USA,0.0,red,Submission,1
M,205.0,1841,Dean Lister,2805,Alessio Sakara,3.0,Herb Dean,5.0,27.0,2006.0,Los Angeles,USA,0.0,red,Submission,1
